N, Time, Converged?, EigValue
535000, 8.17e-02, 1, 4810697.718538
535000, 8.18e-02, 1, 4810697.718538
537500, 8.20e-02, 1, 4833179.022881
537500, 8.20e-02, 1, 4833179.022881
537500, 8.20e-02, 1, 4833179.022881
540000, 8.23e-02, 1, 4855660.327298
540000, 8.25e-02, 1, 4855660.327298
540000, 8.23e-02, 1, 4855660.327298
542500, 8.27e-02, 1, 4878141.631786
542500, 8.27e-02, 1, 4878141.631786
542500, 8.31e-02, 1, 4878141.631786
545000, 8.39e-02, 1, 4900622.936345
545000, 8.33e-02, 1, 4900622.936345
545000, 8.27e-02, 1, 4900622.936345
547500, 8.36e-02, 1, 4923104.240974
547500, 8.37e-02, 1, 4923104.240974
547500, 8.37e-02, 1, 4923104.240974
550000, 8.42e-02, 1, 4945585.545672
550000, 8.41e-02, 1, 4945585.545672
550000, 8.42e-02, 1, 4945585.545672
552500, 8.45e-02, 1, 4968066.850439
552500, 8.46e-02, 1, 4968066.850439
552500, 8.45e-02, 1, 4968066.850439
555000, 8.48e-02, 1, 4990548.155272
555000, 8.50e-02, 1, 4990548.155272
555000, 8.47e-02, 1, 4990548.155272
557500, 8.54e-02, 1, 5013029.460172
557500, 8.52e-02, 1, 5013029.460172
557500, 8.52e-02, 1, 5013029.460172
560000, 8.54e-02, 1, 5035510.765137
560000, 8.54e-02, 1, 5035510.765137
560000, 8.54e-02, 1, 5035510.765137
562500, 8.58e-02, 1, 5057992.070167
562500, 8.58e-02, 1, 5057992.070167
562500, 8.59e-02, 1, 5057992.070167
565000, 8.71e-02, 1, 5080473.375260
565000, 8.69e-02, 1, 5080473.375260
565000, 8.67e-02, 1, 5080473.375260
567500, 8.68e-02, 1, 5102954.680416
567500, 8.66e-02, 1, 5102954.680416
567500, 8.68e-02, 1, 5102954.680416
570000, 8.74e-02, 1, 5125435.985635
570000, 8.69e-02, 1, 5125435.985635
570000, 8.71e-02, 1, 5125435.985635
572500, 8.72e-02, 1, 5147917.290914
572500, 8.73e-02, 1, 5147917.290914
572500, 8.73e-02, 1, 5147917.290914
575000, 8.78e-02, 1, 5170398.596254
575000, 8.78e-02, 1, 5170398.596254
575000, 8.75e-02, 1, 5170398.596254
577500, 8.82e-02, 1, 5192879.901654
577500, 8.79e-02, 1, 5192879.901654
577500, 8.81e-02, 1, 5192879.901654
580000, 8.83e-02, 1, 5215361.207113
580000, 8.82e-02, 1, 5215361.207113
580000, 8.84e-02, 1, 5215361.207113
582500, 8.88e-02, 1, 5237842.512630
582500, 8.89e-02, 1, 5237842.512630
582500, 8.93e-02, 1, 5237842.512630
585000, 8.91e-02, 1, 5260323.818204
585000, 8.90e-02, 1, 5260323.818204
585000, 8.91e-02, 1, 5260323.818204
587500, 8.96e-02, 1, 5282805.123835
587500, 8.94e-02, 1, 5282805.123835
587500, 8.93e-02, 1, 5282805.123835
590000, 8.96e-02, 1, 5305286.429521
590000, 8.97e-02, 1, 5305286.429521
590000, 9.01e-02, 1, 5305286.429521
592500, 9.05e-02, 1, 5327767.735264
592500, 9.06e-02, 1, 5327767.735264
592500, 9.04e-02, 1, 5327767.735264
595000, 9.07e-02, 1, 5350249.041060
595000, 9.11e-02, 1, 5350249.041060
595000, 9.03e-02, 1, 5350249.041060
597500, 9.11e-02, 1, 5372730.346911
597500, 9.09e-02, 1, 5372730.346911
597500, 9.09e-02, 1, 5372730.346911
600000, 9.13e-02, 1, 5395211.652815
600000, 9.14e-02, 1, 5395211.652815
600000, 9.12e-02, 1, 5395211.652815
602500, 9.11e-02, 1, 5417692.958771
602500, 9.16e-02, 1, 5417692.958771
602500, 9.16e-02, 1, 5417692.958771
605000, 9.26e-02, 1, 5440174.264779
