N, Prob, K, t1, t2, t3, total_time, distance
500, 1.07e-04, 1.38e-05, 7.771772, 75.000000, 75.000000 
500, 1.09e-04, 1.28e-05, 8.500196, 75.000000, 75.000000 
500, 1.11e-04, 1.36e-05, 8.166359, 75.000000, 75.000000 
1000, 2.60e-04, 1.44e-05, 18.080320, 75.000000, 75.000000 
1000, 2.54e-04, 1.40e-05, 18.160561, 75.000000, 75.000000 
1000, 2.59e-04, 1.42e-05, 18.258939, 75.000000, 75.000000 
2000, 5.72e-04, 1.58e-05, 36.228094, 75.000000, 75.000000 
2000, 5.67e-04, 1.39e-05, 40.688755, 75.000000, 75.000000 
2000, 5.70e-04, 1.41e-05, 40.410116, 75.000000, 75.000000 
4000, 1.16e-03, 1.43e-05, 81.545098, 75.000000, 75.000000 
4000, 1.16e-03, 1.44e-05, 80.325182, 75.000000, 75.000000 
4000, 1.17e-03, 1.44e-05, 81.725028, 75.000000, 75.000000 
6000, 2.02e-03, 1.48e-05, 137.079119, 75.000000, 75.000000 
6000, 2.02e-03, 1.55e-05, 129.622588, 75.000000, 75.000000 
6000, 2.01e-03, 1.51e-05, 133.695831, 75.000000, 75.000000 
8000, 2.97e-03, 1.50e-05, 197.563416, 75.000000, 75.000000 
8000, 2.96e-03, 1.44e-05, 205.111489, 75.000000, 75.000000 
8000, 2.99e-03, 1.45e-05, 206.247668, 75.000000, 75.000000 
10000, 5.50e-03, 1.48e-05, 372.389152, 75.000000, 75.000000 
10000, 5.49e-03, 1.46e-05, 375.642178, 75.000000, 75.000000 
10000, 5.28e-03, 1.47e-05, 360.068270, 75.000000, 75.000000 
20000, 1.80e-02, 1.68e-05, 1073.753931, 75.000000, 75.000000 
20000, 1.81e-02, 1.63e-05, 1114.486495, 75.000000, 75.000000 
20000, 1.75e-02, 1.59e-05, 1101.547169, 75.000000, 75.000000 
30000, 3.92e-02, 1.64e-05, 2381.854127, 75.000000, 75.000000 
30000, 3.93e-02, 1.60e-05, 2448.261141, 75.000000, 75.000000 
30000, 3.92e-02, 1.76e-05, 2223.577730, 75.000000, 75.000000 
40000, 1.12e-01, 1.78e-05, 6291.388926, 75.000000, 75.000000 
40000, 1.12e-01, 1.81e-05, 6172.713353, 75.000000, 75.000000 
40000, 1.11e-01, 1.72e-05, 6461.505510, 75.000000, 75.000000 
50000, 3.47e-01, 2.01e-05, 17244.113144, 75.000000, 75.000000 
50000, 3.46e-01, 1.95e-05, 17756.984726, 75.000000, 75.000000 
50000, 3.46e-01, 1.97e-05, 17520.236516, 75.000000, 75.000000 
60000, 7.11e-01, 2.13e-05, 33420.268786, 75.000000, 75.000000 
60000, 7.08e-01, 2.16e-05, 32807.575623, 75.000000, 75.000000 
60000, 7.08e-01, 2.12e-05, 33440.647853, 75.000000, 75.000000 
