N, Prob, K, t1, t2, t3, total_time, distance
500, 3.53e-05, 1.51e-05, 75.000000, 75.000000 
500, 4.24e-05, 1.47e-05, 75.000000, 75.000000 
500, 3.15e-05, 1.40e-05, 75.000000, 75.000000 
1000, 7.73e-05, 1.91e-05, 75.000000, 75.000000 
1000, 8.25e-05, 1.46e-05, 75.000000, 75.000000 
1000, 8.37e-05, 1.44e-05, 75.000000, 75.000000 
2000, 6.39e-04, 1.59e-05, 75.000000, 75.000000 
2000, 4.16e-04, 1.61e-05, 75.000000, 75.000000 
2000, 4.27e-04, 1.59e-05, 75.000000, 75.000000 
4000, 2.18e-03, 1.92e-05, 75.000000, 75.000000 
4000, 2.15e-03, 2.04e-05, 75.000000, 75.000000 
4000, 2.17e-03, 1.96e-05, 75.000000, 75.000000 
6000, 6.87e-03, 3.90e-05, 75.000000, 75.000000 
6000, 5.24e-03, 4.00e-05, 75.000000, 75.000000 
6000, 4.98e-03, 4.12e-05, 75.000000, 75.000000 
8000, 2.61e-02, 4.24e-05, 75.000000, 75.000000 
8000, 2.48e-02, 4.02e-05, 75.000000, 75.000000 
8000, 2.48e-02, 4.14e-05, 75.000000, 75.000000 
10000, 3.69e-02, 4.44e-05, 75.000000, 75.000000 
10000, 3.67e-02, 4.60e-05, 75.000000, 75.000000 
10000, 3.69e-02, 5.05e-05, 75.000000, 75.000000 
20000, 1.16e-01, 6.83e-05, 75.000000, 75.000000 
20000, 1.17e-01, 6.55e-05, 75.000000, 75.000000 
20000, 1.17e-01, 6.62e-05, 75.000000, 75.000000 
30000, 2.46e-01, 1.05e-04, 75.000000, 75.000000 
30000, 2.46e-01, 1.08e-04, 75.000000, 75.000000 
30000, 2.47e-01, 1.08e-04, 75.000000, 75.000000 
40000, 4.08e-01, 1.31e-04, 75.000000, 75.000000 
40000, 4.11e-01, 1.29e-04, 75.000000, 75.000000 
40000, 4.44e-01, 1.44e-04, 75.000000, 75.000000 
50000, 7.60e-01, 1.89e-04, 75.000000, 75.000000 
50000, 9.31e-01, 2.16e-04, 75.000000, 75.000000 
50000, 7.60e-01, 2.11e-04, 75.000000, 75.000000 
60000, 1.04e+00, 1.97e-04, 75.000000, 75.000000 
60000, 1.03e+00, 2.00e-04, 75.000000, 75.000000 
60000, 1.03e+00, 2.02e-04, 75.000000, 75.000000 
